reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
91e6d425-9ef7-413d-8a47-f5cb6a73b949,Jarminx,https://play-lh.googleusercontent.com/a-/ALV-UjUyfdjAHeMP-YDzu6-rxq5PB98Hc0BnBqmBE7B2vQmYWAQjzvdW,"Won't log in.. I use my Microsoft account on a daily basis.. Will not recognize the email address associated with my account, says it's invalid.",1,6,1.18.9,2024-04-26 02:33:24,,,1.18.9
d74e246e-d84d-4746-8c88-59547473e270,Jon Longo,https://play-lh.googleusercontent.com/a/ACg8ocItBE7CmNJmXvgTk5dcL_D4zcqVCZaoZzidKocoXdaFIEpQMQ=mo,Trash app. Never updates unless ypu uninstall and redownload it. Completely garbage waste of time.,1,6,1.18.9,2024-04-25 00:34:25,,,1.18.9
288bd104-8d53-4693-8f18-81d02f56832f,Thomas Miller,https://play-lh.googleusercontent.com/a/ACg8ocKhuQocm1QI2tZrFsayq2bVxRHcfnWTt-J9j-jdghGovh_66Q=mo,Clean mobile interface to planner,4,0,1.18.9,2024-04-24 08:10:57,,,1.18.9
d17c5084-ef16-4c0f-8413-ca1f22d0dc08,Sam N,https://play-lh.googleusercontent.com/a-/ALV-UjXLf_NHM9ZoJpA8mZqImYvqmwAWvntvXIvYDzOornp5DKuZMJU,Nice app,5,0,1.18.9,2024-04-23 04:07:08,,,1.18.9
423bbadd-d6c6-4911-aa52-2b98a01153ca,James Schlup,https://play-lh.googleusercontent.com/a-/ALV-UjXUaXScieLhC4Bm1m4Nmhic8bA5Ycq5oCNggvP5_QZRVvF9Me3H,Helpful for keeping track of routine tasks.,5,0,1.18.9,2024-04-22 08:19:57,,,1.18.9
2c2bce89-f8b1-4c16-a042-69c370338384,Wilfred Taikerweyah,https://play-lh.googleusercontent.com/a-/ALV-UjWlcpizHoONZLxay_uSKy2RgmrKDnScAEQZTimihW6Z92JKpnk,"This App help me easily get my activities organized, and meet my required deadlines.",4,1,1.18.9,2024-04-21 23:13:10,,,1.18.9
25709652-d848-4994-ae39-31df66def57c,Greg K,https://play-lh.googleusercontent.com/a-/ALV-UjW_mzS5M9jfROZkrk325b6XIJUhHvgDG-CP7ztliouXD6doAb_D-w,Great for tracking all kinds of tasks.,5,0,1.18.9,2024-04-19 00:02:26,,,1.18.9
8f88f4c0-48af-4f94-929a-3ff180a500ac,Alp D.,https://play-lh.googleusercontent.com/a/ACg8ocKxnfeDMpLT1SzOT16zArmCwk4Nz__YQt0m-OpUd8tooycVWpQ=mo,Doesnt recognize my email - cant login,1,3,1.18.9,2024-04-18 13:33:05,,,1.18.9
200cd164-6eaa-4b81-bc82-a4fb901d963a,EM EM,https://play-lh.googleusercontent.com/a/ACg8ocJr3ShoG3KSTicMVlNbEDj3EZreBFJuTflcxOZv-UC444TekQ=mo,An excellent tool for you and you team,5,0,1.18.9,2024-04-18 08:03:14,,,1.18.9
29303b7b-148e-4223-a504-f3236253cfab,Cindy Whylings,https://play-lh.googleusercontent.com/a/ACg8ocK0HbViZMHp3MdJNxEV-LunQdJgZMXA9GNkrZwjt3VWvYPmAQ=mo,"I love planner, especially new planner with my project tasks assigned too",5,0,1.18.9,2024-04-17 06:45:26,,,1.18.9
6f39d930-6603-45f9-96cf-cebc13c0d9a3,Diwakar,https://play-lh.googleusercontent.com/a/ACg8ocL4RCzpV65LvyHhZrRdlyaLHSY6qhW3_P6JK27uQnK_-kAr2n6W=mo,"I am giving 2 star because members can also delete your task. That is failure of all your plan, without notice you.",2,2,1.18.9,2024-04-16 18:00:42,,,1.18.9
5130456d-4aa8-48f2-b0b8-3f336a710c66,Eddah,https://play-lh.googleusercontent.com/a-/ALV-UjVIsvB7rPRN0FPAClaBHcwtTuq9pKxzX-gt43A0K2zS-GVHu7Wp,Perfect.,5,0,,2024-04-15 17:24:41,,,
038b42a4-7ea3-4081-bbaa-aa5f0a9917cf,Joshua Wright,https://play-lh.googleusercontent.com/a/ACg8ocIFG01uEdXAuztJ80Knlyt8R04CIxpZliBCrolh1fledU094Q=mo,unfinished and missing key features. literally better to us the same application on teams.,1,5,1.18.9,2024-04-11 22:02:10,,,1.18.9
a67e7adf-b62b-40ca-b8fb-633e995e7de9,James Milligan,https://play-lh.googleusercontent.com/a-/ALV-UjWEf_nl08g4Mg9mxYFjUm1NUZLa8jSUydIlwd0cIyCsazat2mej,Sign in page doesnt load,1,6,1.18.9,2024-04-10 12:29:09,,,1.18.9
65f0e32c-631a-4d4a-a376-083b6758d9f6,Satish Gajjar,https://play-lh.googleusercontent.com/a-/ALV-UjXptB6dvkyaZrfMf6cUbLy6e-_fyWRseBb173tmbycitHLB0ies,Great app,5,0,1.18.9,2024-04-09 15:01:25,,,1.18.9
7ad4bfb0-bddc-43b8-b8d5-17416f09a652,Adam Christensen,https://play-lh.googleusercontent.com/a-/ALV-UjVTs1eiUMgSk0vi1X-TarWCBHjAVPXV93ChZ6GuhvtssdZQ6xmb,"App is easy to use but not really helpful for my use case since I can't copy any tasks (trying to copy formatting), I can only manage what is already there. Great potential if it can mimic everything the desktop app/webpage does. App crashes randomly which is very frustrating as I use this for work and time is money. It also keeps unpinning my plans and puts them at the bottom of the recent list. comments and attachments get ""mixed up"" between tasks and information doesn't display properly.",3,45,1.18.9,2024-04-06 09:31:11,,,1.18.9
ad6777cb-d77c-4253-8be6-c3491f9d7c2b,Humayrah Desai,https://play-lh.googleusercontent.com/a-/ALV-UjXDk-jbxsUYiUG6gA63zIt2kFMpv4fVndM_yufrTAXrqgFNDEBefQ,Wonderful app to keep track of open tasks.,5,0,1.18.9,2024-04-03 04:11:57,,,1.18.9
c5fd94a1-f1a9-444f-92a8-cced60c47d26,Larry McArdle,https://play-lh.googleusercontent.com/a-/ALV-UjVGjbUGJP0pMJzDyCGStSRHB-q_-yWfjhipBfWZukKfehjZfBjs,Very disappointing that Microsoft doesn't allow personal MS365 subscription users to access planner. Very bad.,1,11,1.18.9,2024-03-31 00:11:59,,,1.18.9
5f21095a-6c56-47c8-87a5-6cc4b4943d50,Yovanka Castellanos,https://play-lh.googleusercontent.com/a-/ALV-UjUsx-dntdRbWAiN0wO90v5lKuCuSZrFFj5YVgceS27OgcxcbGFK_A,"Like the way it helps me to organize everything. It has some things that need to improve in general, yet it is an excellent tool so far. It has changed my game.",4,3,1.18.9,2024-03-30 22:44:45,,,1.18.9
da05d296-bb58-4fcc-9123-1df9f743b6c6,Alfredo Espinoza,https://play-lh.googleusercontent.com/a-/ALV-UjUauf88e_diO_QGQpjjP4zb2yTu1zwDhhOLytoNV7W6HlbEq_BF,Application does not reach the first page (infinite spinner animation). Do not understand how this passed CI.,1,9,1.18.9,2024-03-26 22:37:23,,,1.18.9
927ef7d3-5c20-41c5-911a-1306a3e4dabc,Norhasrizam Hashim (Jen),https://play-lh.googleusercontent.com/a-/ALV-UjWgTB0mSrqrOeclH0NUn1HIxPPVXXygW5cTjJg5NMnJAWPGC7vuWg,Good management,5,0,1.18.9,2024-03-26 05:07:21,,,1.18.9
2e82f32d-f2e4-4ae0-ad57-f301787af52e,Vipin Soni,https://play-lh.googleusercontent.com/a-/ALV-UjXnk8dvoH0zY2uZP05TENeReXXtxQnc9Cc4czaFOGXEXmSaLd5g,Good app but need better interface,4,0,1.18.9,2024-03-25 19:48:42,,,1.18.9
97640541-09cd-4c0e-8188-3a8de1e074e2,Mhmd Basalamh,https://play-lh.googleusercontent.com/a/ACg8ocJbLt2XfFFZywB1vgl5FKjp4Mdv7r8JjesmD38Wo7lmUobNRg=mo,It's an amazing app.,5,0,1.18.9,2024-03-25 07:54:28,,,1.18.9
a64794bf-8d49-4d65-b709-cc1b441dcd4d,Mowrie Kelly,https://play-lh.googleusercontent.com/a-/ALV-UjX05PkZxbA2cHwPEaVOPyJlPbCkMpqdGof4_nEDTeiNzZXje1hmmQ,Game changer!!,5,0,1.18.9,2024-03-24 20:27:49,,,1.18.9
c0f5cf02-41f6-4608-93a8-f6ca0e8bac3d,Orville Hernandez,https://play-lh.googleusercontent.com/a-/ALV-UjVkER7jLJl-pIBW-_-ehatyQJ-Us3Z_3RM8c6RiIYSEiiSUEIUfKA,Thumbs up,5,0,1.18.9,2024-03-23 05:39:57,,,1.18.9
0dd4f32e-2e4d-44c9-a130-efce52db7ea0,Shrikant Ghadge,https://play-lh.googleusercontent.com/a-/ALV-UjVYX9p2TsrmG3w66obUNsX-vcFq9LCZlDg1eCEl-kJ3r30Wct7Q,Very useful,5,0,1.18.9,2024-03-22 07:45:50,,,1.18.9
554f2d2d-54f8-424b-8297-ffdc4c26729e,Harry Mezger,https://play-lh.googleusercontent.com/a-/ALV-UjVpWX8xwMNuPrGLH464ajjFrMv9SW1B_RQCYfemtGuDkLaWdujwxg,"As usual, MS products are inconsistent and redundant. For example, why can this be integrated with Outlook task? More importantly, why can't this connect to MS Project Web????",1,15,1.18.9,2024-03-21 14:09:55,,,1.18.9
801d0f0d-673e-4616-997c-abd2a8f2af98,Ioannis Floros,https://play-lh.googleusercontent.com/a/ACg8ocKEPe1O0W_MbE79AifhZJkObMPanGhAcJzOJ9Q9zt6MjH8BAQ=mo,Very useful,5,0,1.18.9,2024-03-20 13:32:17,,,1.18.9
7a9d46bc-8736-4853-8462-57fbb8518bec,Jen Monks,https://play-lh.googleusercontent.com/a-/ALV-UjVNSm7XwOQKCCn8q7lVaGdgc6fuqdDsFIgKwME-ddo6mrYJilE,A lifesaver for me! Keeps me organized and no glitches 😊,5,0,1.18.9,2024-03-20 09:11:01,,,1.18.9
27e3f928-2db8-4827-80d7-7e98e83212c8,Aviya Cohen,https://play-lh.googleusercontent.com/a-/ALV-UjUqFdptETc2wgSTDQJRlr0cZ1hSrca2276rE6VflWml95QWhuwv,It doesn't work with personal email addres (only organization),1,10,1.18.9,2024-03-19 07:20:31,,,1.18.9
ddd0b79b-d5e8-4001-846e-f466df49055b,Adam Rodriguez,https://play-lh.googleusercontent.com/a-/ALV-UjWW4raTjNnPg-g5NY9LhleQLIczzQmB3Eu5g5icGqmd2gCD2qpj,Very useful,5,0,1.18.9,2024-03-18 21:54:28,,,1.18.9
2e39a91f-9956-41be-9fcb-5c016e6441bc,Richard Spanner,https://play-lh.googleusercontent.com/a/ACg8ocKJsiFCxFNcYbfHLtk_VhF1Y-kBPZeWjmCF4dO1cyyi_JtGPo8=mo,"Excellent and clear, great functionality.",5,0,1.18.8,2024-03-17 18:15:08,,,1.18.8
95eb3457-e794-41e4-84a9-1b7502467c3d,Naji Moujaes,https://play-lh.googleusercontent.com/a/ACg8ocJ9Kp_VjsKYVl-HYy003hCMQBM6-wiKw9kn55WDWr5Ca4vLiQ=mo,Doing the job of a collective/group to do list collaboratively... will be good to look into integrating a gnatt chart... still so far so good 👍,5,1,1.18.8,2024-03-16 00:55:44,,,1.18.8
52518c90-3f66-478b-b13a-13d1d6dd93fc,Udayalaksmanakartiyasa,https://play-lh.googleusercontent.com/a-/ALV-UjVqGyt60Q8CTPc9ucIq7mwh8FFQDFFw_HXZtGoB3w-usPL1u7Vmsw,Bare minimum app. No notification of changes. Cannot attach from OneDrive like in web.,3,2,1.18.8,2024-03-15 17:42:20,,,1.18.8
7c92e3a3-7ab4-4f12-9093-133f1aa5bc04,Andre Q.,https://play-lh.googleusercontent.com/a-/ALV-UjUvNKImraqxg1jsvpVgxOU5Fouge8SJEN7nyo2R0CgA0nI7SjH3yw,"Simply, efficient and very friendly, what more can you ask?",5,3,1.18.9,2024-03-15 00:20:39,,,1.18.9
cd6fe655-dd1b-4ef4-9ded-f3486b2bcb2e,Alaa Siddiq,https://play-lh.googleusercontent.com/a-/ALV-UjVkmabj72e1TgB3WlFaAvDnvDfSF9G5wO0HYtFYyp2WwFd7mI5u5A,the only drawback of this application is that anyone can delete the plans and tasks.,5,0,1.18.8,2024-03-14 05:07:19,,,1.18.8
a696ce40-4b88-4b4e-a6f9-3ef2f2d40151,Dimas Valditya,https://play-lh.googleusercontent.com/a-/ALV-UjXAn5SLnSvicbmObJqGisR5E_XYFi_nC56Sx7UAD1Nb3FDq8tZ2yw,Need improvement on creating design on background to be customized.,4,0,1.18.8,2024-03-13 13:28:22,,,1.18.8
3d941059-c1cf-4306-a432-e4465f8e9bf8,Viswanad Dhulipala,https://play-lh.googleusercontent.com/a/ACg8ocKb64KmhsZiUMB0wcR94Vqh_ylMuKlGLF0nGrsEfWlLsy0hog=mo,Awesome,5,0,1.18.8,2024-03-13 11:01:12,,,1.18.8
910374f5-739c-4a68-bebd-7576cc8bd498,Isaac Niko,https://play-lh.googleusercontent.com/a/ACg8ocK0VJC6U-3uXlc1nbss_vsPDxd8LzSnUtxHnDT0zpXjO6WVFw=mo,"Really good, I am happy with the app. It does what it's supposed to do. Glad I can utilize it with my work colleagues and get the best out of our team. Keep adding new and improved features.",4,2,1.18.8,2024-03-12 00:46:10,,,1.18.8
9fe2bf7f-8b4e-4a1c-9c6c-3136581ec591,Abram Modingwane,https://play-lh.googleusercontent.com/a-/ALV-UjV6Aki96_qaKtMD44zc-_B68Kq51w-lN0y3OVN8f8iqjeHC_O5umA,"I must say, I am impressed with this product, it really is fit for its intended purpose. Keep it up Microsoft",4,0,1.18.8,2024-03-11 02:26:55,,,1.18.8
e6691c85-8410-413b-88ef-8cd0af2185cf,yerenkyi jnr,https://play-lh.googleusercontent.com/a-/ALV-UjWIbBGOWYcnKvi0xFDbelYkYY9zXaZDZEly5ajpdk-gN-dc_lM,Good,5,0,,2024-03-11 01:29:55,,,
d6a1d1cf-314a-4064-84cb-8e425135c423,Mike S,https://play-lh.googleusercontent.com/a-/ALV-UjUkbBswO41zSAhhRLN1MAJDLHiDCgdVC-vJvnQGsHFm34q9Xe51LQ,Didn't work,1,0,1.18.8,2024-03-10 22:44:22,,,1.18.8
3f747391-6fa1-4ba7-a014-86e87fdde15c,Coco T. Mantie,https://play-lh.googleusercontent.com/a-/ALV-UjXz4qjEbZYvKWsXqk5aemcecGg2XlM-7AchC1KVo4M39eDqXmoexA,"Very good, I wish it was easy to set reminders and notifications. Definitely better than the To-do app",5,0,1.18.8,2024-03-09 22:12:22,,,1.18.8
14b62ed2-27f5-458a-8302-98d131ddc442,Eric Tanner,https://play-lh.googleusercontent.com/a/ACg8ocJ_IpAJFqAifWJUE82IpyeIb6x2epMXHdkNnHPx_YYknZXDRw=mo,Yeah this is NICE,5,0,1.18.8,2024-03-09 11:43:34,,,1.18.8
9ece7142-5b51-4230-a18a-50a5e0fa2bb1,Páraic Ryan,https://play-lh.googleusercontent.com/a-/ALV-UjU2WNqCeuWVGpd0ALRgHRFi9x7si11ydHHMM75ME95V5jFYeR2U,Nju,5,0,1.18.8,2024-03-08 21:25:45,,,1.18.8
f23894c4-80f1-4178-9b28-8a402f3e37b1,Carlos Garces,https://play-lh.googleusercontent.com/a-/ALV-UjWvP76NMkW3eElRKBa4aTww9mEw-IRXibuIHkYWQdr0dl4AA2tB,"""We couldn't find a work or school account with that email address"". Useless app.",1,8,1.18.8,2024-03-08 01:56:57,,,1.18.8
cfe7622b-7a88-430b-8f23-d9e0c3ac5038,Karim Reda,https://play-lh.googleusercontent.com/a-/ALV-UjVyIjprcUIRsdwkhNxF3XvfIUDU_Ud-xJ-34OYpJ-_v3lKSMdHmpg,V. Good,5,0,1.18.8,2024-03-05 20:45:42,,,1.18.8
2fc0a03f-4ba4-4bf3-bedd-cbbbaf93a55b,Baskin Robbins,https://play-lh.googleusercontent.com/a-/ALV-UjX6e4QDvhddNS5Zbbfn8ERgWU6GFlSqE8ydZGEOcPEQnvBgcZk,Excellent office tool for daily duty follow up with college,5,0,1.18.8,2024-03-05 13:08:02,,,1.18.8
997c8ac5-b9ac-4474-bab5-73bfcf0655f4,iberoamerican Centre UK,https://play-lh.googleusercontent.com/a-/ALV-UjVVUm6PeuFRZ0NWV2GIOzYP5-3UHXEbllOuG1lqcXts2XPu8ms,Needs a Windows 11 App to be effective.,2,0,1.16.5,2024-03-04 07:43:50,,,1.16.5
9c464c5d-3386-426d-89a3-4455a7e33d39,Ahmed A M Elazazi,https://play-lh.googleusercontent.com/a-/ALV-UjWhIdkz0pSOqpB1hdoD1j6sG83ZSBpy9uaZvpjYcIiJU7NqPMB37w,Overall very good,4,0,1.18.8,2024-03-03 02:26:34,,,1.18.8
6b9770b7-ad45-483b-8772-d74f64b02875,Janet Davis,https://play-lh.googleusercontent.com/a-/ALV-UjVSeX5se8QUvAs2BdVhG3PT4K630WEZROd1AaQxf5tybWu2Tfo,"Doesn't know me. I have had a MS id for YEARS. I have Office 365 on my home devices (3). But it says it doesn't find me. So, deleting this app.",1,9,1.18.8,2024-03-02 06:28:11,,,1.18.8
7b7050d2-518d-4b0e-907c-5317cc6b4aca,Joost Koenders,https://play-lh.googleusercontent.com/a/ACg8ocKXoPfWwxUYe6j-Dfi-pxE4r4VmhYNjI6LoMYNRTjPBEeqnLw=mo,I want to be able to upload several pictures at once instead of 1 by 1,4,0,1.18.8,2024-03-01 13:48:32,,,1.18.8
3b868438-9dbb-478a-a3d7-bd8591936afa,Mustan B,https://play-lh.googleusercontent.com/a/ACg8ocILMiZG0RrHesO_GMNahnizxVCWpoc1DWaojG8AKltjP0YIXg1_=mo,Keeps crashing as soon as you open it. Useless bugged software. Had to uninstall and reinstall it to get it to work each time.,1,10,1.18.8,2024-02-29 19:12:50,,,1.18.8
daf67dd3-cd26-43ef-a560-99227059c568,Papa Rooster,https://play-lh.googleusercontent.com/a-/ALV-UjWz2QKVqVsV852wQGGvPKr_ij0jrSCQuUk2l8JszCMlyZMUoNhL,Love it for planning and organizing important and urgent projects.,5,0,1.18.8,2024-02-28 22:12:45,,,1.18.8
c56832e7-ea70-4f4f-8683-25a36980ff22,Orville Xavier Davis,https://play-lh.googleusercontent.com/a/ACg8ocJNp0JA2Dq0rZVsQzLyZ-4jOfiOYbLZz4e0oerBdXrPvmHHn3MI=mo,App doesn't work. Was excited to try it but it is unable to find your email address when attempting to start up.,1,11,1.18.8,2024-02-28 19:12:25,,,1.18.8
0a9562ff-edc5-4d3d-8b60-4ca9a906f264,Gauthugesh V,https://play-lh.googleusercontent.com/a-/ALV-UjXgJyDDQH0epe3yoJ7QYjg_PULLYddCF3EJUayTh25UMfupewaEfg,It's a good app. Feel this should be more promoted than Microsoft Tasks,5,0,1.18.6,2024-02-24 09:40:55,,,1.18.6
1141fab4-20c9-4002-8779-eb25ca4e7064,Busani Cele,https://play-lh.googleusercontent.com/a/ACg8ocKjqZxiNWzG-7-SXS6nCKR9LiPoOpMR4PQJfMhj8vI8nh9JAVo=mo,Keeping actions up to date on the go helps minimise the back log and makes managing performance batter.,5,0,1.18.8,2024-02-23 04:02:06,,,1.18.8
2be9aa10-7bf8-4441-b169-abf560db1335,David Molina,https://play-lh.googleusercontent.com/a/ACg8ocI_h9JbU56YvOy4RdDrydtYPIlxOgdBsjv6hLWCLA6_GkP3Pw=mo,"Slow, never loads plans",1,0,1.18.8,2024-02-22 00:15:01,,,1.18.8
42f85cba-08f6-478a-b230-6d6848eba5cb,Ulana Wilson-Orta,https://play-lh.googleusercontent.com/a-/ALV-UjU8cEoebx_We9yqCj1jblzxlxfePKLWdLdbsexNlrIqhnlny5-lVA,"Very User Friendly! I downloaded this app once I set up Task Planner on MS Teams on my laptop. This mobile app is very useful to alert your team while on the go or away from your desk, of any tasks they need to complete or any tasks that you may need to complete. It helps you to stay on track with your tasks. This app came in handy when I was on vacation and needed to update my team and check on the status of the assigned tasks. It does not glitch at all. So far so good!",5,26,1.18.8,2024-02-21 21:26:01,,,1.18.8
eb8a4df9-5647-4be0-8e1a-051224f98ba4,Anna-Lisa Kinch,https://play-lh.googleusercontent.com/a-/ALV-UjWjbrQrX4hqVqk31-wjU2kmAPS1oPOsotaDXm_OZMGZfc-QWau1LQ,Using for scheduling social media. Works great to keep you on task and organized 👍,5,0,1.18.8,2024-02-21 11:39:26,,,1.18.8
d95035a4-b877-417b-a4f8-1ef45e2f7308,John Stevens,https://play-lh.googleusercontent.com/a/ACg8ocKIji4ew13xA1P0V7hGl67D8aqKHWgurQ-h9HqmkxLzBSsIBg=mo,Not available for paying users - outside work and school - why not?,1,3,1.18.8,2024-02-17 19:18:47,,,1.18.8
5af87753-410d-4a2a-a381-a4f87b39a61f,Eli Kirshenbaum,https://play-lh.googleusercontent.com/a-/ALV-UjX2Ekj1rrCqsIIfNx15jqfZnGeMsr7VCVuBSCNQLZvCJU-sRQl1Rw,"I wish the tablet app had some more functionality than the mobile app, and I wish the naming schemes weren't so confusing. I got this in part for the gantt charts, but it turns out that's MS project, not MS planner, and my school doesn't have MS project. I mean, it's nice to not have to make my group make new trello accounts, we already have microsoft accounts and I'll probably continue to just use this, but this is NOT project. it's a trello clone.",3,0,1.18.6,2024-02-15 22:24:02,,,1.18.6
0e0d7fa5-87cd-4a38-9fc2-23ef17f223c1,Benedicto Mnubi,https://play-lh.googleusercontent.com/a-/ALV-UjWmEAV_y4m0BG-JZU76Rl2sqDXO6lN5AAlmk1to_r8Zuin9bg-0FA,Very useful tool for projects,4,1,1.18.6,2024-02-15 18:59:21,,,1.18.6
0138796a-b274-42f1-b77d-35f23563afb5,Jessica Deno,https://play-lh.googleusercontent.com/a/ACg8ocLJifp41ofcqbWVVLSOhHYwyio6Lcjqdjyb1rt1o7TS-0MnVg=mo,Amazing for work,5,0,1.18.6,2024-02-12 23:45:40,,,1.18.6
49e84681-bab0-4fd0-9d63-6a1a49bbdcba,Puru Lama,https://play-lh.googleusercontent.com/a-/ALV-UjW9vbGfSVKH17dauDehB8i0J4FBhndxDRBGVkj_Sc3BEGXG8RWL,👍👌,4,0,1.18.6,2024-02-12 14:21:30,,,1.18.6
2be400bd-e9ee-40a2-898a-c390a65fd8c1,Iron Nabiyl,https://play-lh.googleusercontent.com/a/ACg8ocI-wlhb8b4IdGH0EwnHgCQubpAln2_bXkr7g7okvLpYfxtI=mo,Serves great.,4,0,1.18.6,2024-02-12 04:28:45,,,1.18.6
e52c1fe2-7948-4ae8-9cc7-5acc6e8ca871,Babita Shrestha,https://play-lh.googleusercontent.com/a/ACg8ocKnEhf1KvJUKQ7W2AY0q6pWcp2RTenY7zrkPM47kUmbCzWu3Q=mo,Good,3,0,1.18.6,2024-02-09 17:12:10,,,1.18.6
554f1318-c781-4244-b8c0-0aaefc9b63e9,Nate Wylie,https://play-lh.googleusercontent.com/a-/ALV-UjVOEQS_fJMI_8XCNMqjb7hDO5acZfKol9CvNzoVAglUqbfQnO4c,"This app is used for our company and we are constantly dealing with loading errors, app closing out randomly, communication between computer and app functions.. this thing is terrible!",1,12,1.18.6,2024-02-09 04:54:48,,,1.18.6
b718c716-c049-4c2a-8361-c0a825f0e689,Iannis McCluskey,https://play-lh.googleusercontent.com/a-/ALV-UjWi0UhbLFuvl6x55risBusRNUW8SO8CLduuYZjCfM3StlXJ_Nt9,"Je n'ai jamais été fan des produits Microsoft, mais force est de constater que Planner est un outil efficace qui répond à mes besoins et à ceux de l'équipe à laquelle j'appartiens.",5,0,1.18.4,2024-02-08 02:42:58,,,1.18.4
3d589820-fc01-40f1-81b0-c7e6618b814c,GiZmO 7922,https://play-lh.googleusercontent.com/a-/ALV-UjVk83iNHIDzj1BugWtYSdj9a1Rhs9WWliTVOKWF9w9z4qYPFKBCpw,Critical to our business. Looking forward to new planner,5,0,1.18.6,2024-02-07 19:56:47,,,1.18.6
d67e3425-58a1-47de-9e1a-9482672a644b,Chad Bigelow,https://play-lh.googleusercontent.com/a/ACg8ocKeb3Tl2trzMgDfygtaohoEFl7Ap21dCYNrMwlLgOougmbsqg=mo,Can't see schedule view in the android app. Can't color code task on calander.,1,2,1.18.6,2024-02-06 23:36:55,,,1.18.6
8effbd55-1882-48c1-884d-cb117313fc4f,Peter Garland,https://play-lh.googleusercontent.com/a-/ALV-UjX6btfBPcQLqDY1jBdrh8Q8cc1Ln5G-mw-kZo5YvQeTLASlwdU,"Efficient,",4,0,1.18.6,2024-02-06 02:29:36,,,1.18.6
dfd460d4-9d10-47b6-a0fd-2e9317c23675,TOURAJ NOUROOZIAN,https://play-lh.googleusercontent.com/a/ACg8ocITI7jnYyTve2kXqYmLt6namsaemImoC72Vi-dh66vq8NxKBg=mo,It is good but still needs improvement.,4,0,1.18.6,2024-02-05 02:47:31,,,1.18.6
d377e612-8cb5-4075-95ed-58e077917563,kimberly miles,https://play-lh.googleusercontent.com/a/ACg8ocLKZSiJmiW3RtyL5l30AKbdCKOnVIGHZO1E7aZZH34lOIE03A=mo,Good,5,0,,2024-02-03 06:48:52,,,
6afbcaf2-1b63-46f9-a374-ed56fb779d97,A Ent,https://play-lh.googleusercontent.com/a/ACg8ocKzBioxxka5vPLWLJRSlhaZ0ghc5SCavCElhkhiAiRySBjbbg=mo,"Would get 5 stars if there was an archive option and if the filter searched the item comments as well as item headings, like Trell.",3,2,1.18.6,2024-02-02 14:59:17,,,1.18.6
2595a37e-2eea-4993-9a3a-9879da7c5ba0,Jean Jay Quitayen,https://play-lh.googleusercontent.com/a-/ALV-UjU7-klEb8k_N9xGEuoD76ipdbODC5bjFonwNKKqnFJRXdxbmqBnKg,Can't reorder buckets.,2,0,1.18.5,2024-02-01 19:02:40,,,1.18.5
298e1c4b-11ef-427e-a06b-330d92aba859,Austin Pham,https://play-lh.googleusercontent.com/a-/ALV-UjWPRaPtPvqRKvoWvVG2X978JWu-AUjJi-d-mOlhND8ffdzIamgU8g,It can be better in term of functional.,5,0,1.18.6,2024-02-01 15:06:59,,,1.18.6
5c2500ca-65e5-47a2-b925-a1fe4734d303,Jessica Cargill,https://play-lh.googleusercontent.com/a-/ALV-UjWG-_zpPiDcbtnLb-mLVboJ10gd0tuMur74WXE7w7hjgxB9UxEt,Garbage... It only work if you have a work or school e-mail address...Even tho I pay the full price for the microsoft office suit.... Make it make sense.,1,1,,2024-01-31 23:50:10,,,
3fb73b00-1c96-404a-8fbe-111f173bafba,sue capps (Freedomlife),https://play-lh.googleusercontent.com/a/ACg8ocIcdkL-JouvMiqL5bqW2bfoTGr4WAhjC2eMZzd1RHdq1rnq0RIO=mo,This is what I need but can not use it on a private account pity,1,0,1.18.5,2024-01-31 02:24:56,,,1.18.5
5a7a9d5d-d5f6-418e-9b74-74edfff85115,Roy Philip Arriola,https://play-lh.googleusercontent.com/a-/ALV-UjWjxMgntH2GBXzrUNPEqEiFPmIdT4gC7TW21se94Yu1Nmdl7yzp,Doesn't open in mobile. Maybe I need to reinstall it?,1,1,1.18.5,2024-01-30 07:01:02,,,1.18.5
ebb274d0-9cee-4a3f-b9cb-9595a65bfcea,Sherif Eldebawy,https://play-lh.googleusercontent.com/a/ACg8ocJxIVFQSqAE4mXf4wa9w4XlbyOofSxpyOsuFhz6upsQgQtVqQ=mo,LOVE IT!!,5,0,1.18.5,2024-01-30 01:10:18,,,1.18.5
dfb8315a-ef0e-4a73-b4e0-d9e13b0ed0d9,Robert Nguyen,https://play-lh.googleusercontent.com/a-/ALV-UjW-4H_U2a8Q-ICQRuSQ1ZI3EiHoXerGQwAJcgrdJ3NzX33XKJE,Simple mobile version of the web app that works as expected. More than enough to refer back to the plans while away from the computer and maintains enough functionality to be useful for quick additions or updates on the go. No complaints,5,11,1.18.4,2024-01-29 22:20:10,,,1.18.4
5ebd78bf-ff87-45b0-aefc-33bed0672180,Matthew Huff,https://play-lh.googleusercontent.com/a/ACg8ocI6pxOc1m5iVjhmOmZjjjtubXuZAvTRCsPDu59xJ96s9k15feQ=mo,Awesome,5,0,,2024-01-28 13:05:50,,,
